,DayofWeek,OccurrenceMonth,OccurrenceDay,OccurrenceYear,OccurrenceHour,Offense,Borough,lat,lon
30302,Wednesday,Feb,11,2015,300,BURGLARY,Brooklyn,40.66888392,-73.990030649
47762,Thursday,Mar,5,2015,600,GRAND LARCENY,Brooklyn,40.669033577,-73.935274039
8167,Saturday,Jun,13,2015,500,ROBBERY,Brooklyn,40.659252236,-73.884160821
9529,Sunday,Jul,12,2015,2200,ROBBERY,Brooklyn,40.639994931,-73.948414287
50890,Sunday,Apr,5,2015,100,GRAND LARCENY,Brooklyn,40.636575386,-74.025709025
40999,Monday,Dec,8,2014,0,GRAND LARCENY,Brooklyn,40.682382776,-73.990645172
60153,Friday,Jun,26,2015,1500,GRAND LARCENY,Brooklyn,40.674142126,-73.93620279
54623,Friday,May,8,2015,2000,GRAND LARCENY,Brooklyn,40.678628796,-73.950868455
29023,Wednesday,Jan,7,2015,1400,BURGLARY,Brooklyn,40.688329532,-73.981142998
54852,Sunday,May,10,2015,2200,GRAND LARCENY,Brooklyn,40.603396008,-74.010268559
23127,Saturday,Jul,4,2015,1700,FELONY ASSAULT,Brooklyn,40.665136405,-73.907724493
23222,Sunday,Jul,5,2015,1300,FELONY ASSAULT,Brooklyn,40.67012473,-73.937954979
46157,Monday,Feb,16,2015,1800,GRAND LARCENY,Brooklyn,40.616257187,-73.914787008
47028,Wednesday,Feb,25,2015,2100,GRAND LARCENY,Brooklyn,40.57557363,-73.981203625
421,Wednesday,Aug,6,2014,1900,RAPE,Brooklyn,40.648421119,-73.904897109
73828,Wednesday,May,20,2015,1800,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.627475519,-74.029426938
8808,Saturday,Jun,27,2015,1400,ROBBERY,Brooklyn,40.71853771,-73.92968491
69177,Wednesday,Sep,9,2015,1400,GRAND LARCENY,Brooklyn,40.686654997,-73.979812957
70741,Thursday,Sep,24,2015,1100,GRAND LARCENY,Brooklyn,40.630360349,-74.014905768
12130,Tuesday,Sep,1,2015,500,ROBBERY,Brooklyn,40.703964869,-73.963152126
9683,Thursday,Jul,16,2015,1400,ROBBERY,Brooklyn,40.655784462,-73.910602659
31220,Monday,Mar,9,2015,100,BURGLARY,Brooklyn,40.674048132,-73.867757367
34681,Tuesday,Jun,9,2015,900,BURGLARY,Brooklyn,40.737395617,-73.954310913
17626,Saturday,Mar,28,2015,2100,FELONY ASSAULT,Brooklyn,40.651379322,-73.926436566
26984,Tuesday,Sep,1,2015,100,FELONY ASSAULT,Brooklyn,40.622489206,-74.003376763
34271,Friday,May,29,2015,1400,BURGLARY,Brooklyn,40.652362333,-73.927030122
41786,Friday,Jan,2,2015,1200,GRAND LARCENY,Brooklyn,40.675273852,-73.991165306
15005,Saturday,Jan,31,2015,200,FELONY ASSAULT,Brooklyn,40.672585871,-73.873261458
63396,Friday,Jul,24,2015,0,GRAND LARCENY,Brooklyn,40.651698159,-73.868446756
14534,Tuesday,Jan,20,2015,1400,FELONY ASSAULT,Brooklyn,40.71223312,-73.939578665
20850,Tuesday,May,26,2015,100,FELONY ASSAULT,Brooklyn,40.583764839,-73.947924892
72222,Wednesday,Feb,25,2015,200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.673172014,-73.939040855
30531,Tuesday,Feb,17,2015,1300,BURGLARY,Brooklyn,40.631330781,-73.906675999
9276,Tuesday,Jul,7,2015,1700,ROBBERY,Brooklyn,40.664143632,-73.892857236
70880,Friday,Sep,25,2015,2100,GRAND LARCENY,Brooklyn,40.644751751,-73.955217559
72041,Saturday,Feb,14,2015,500,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.656673049,-73.913243282
33863,Wednesday,May,20,2015,800,BURGLARY,Brooklyn,40.617397264,-73.955437622
38130,Wednesday,Aug,26,2015,1200,BURGLARY,Brooklyn,40.716336598,-73.958271774
69477,Saturday,Sep,12,2015,700,GRAND LARCENY,Brooklyn,40.699822238,-73.941411167
3722,Wednesday,Feb,25,2015,0,ROBBERY,Brooklyn,40.694367407,-73.925483993
12377,Sunday,Sep,6,2015,2000,ROBBERY,Brooklyn,40.65132343,-73.956961001
42610,Saturday,Jan,10,2015,1500,GRAND LARCENY,Brooklyn,40.633242727,-74.011908845
36453,Tuesday,Jul,21,2015,2300,BURGLARY,Brooklyn,40.719226076,-73.956238947
12049,Sunday,Aug,30,2015,2300,ROBBERY,Brooklyn,40.723372237,-73.941275018
59653,Monday,Jun,22,2015,1300,GRAND LARCENY,Brooklyn,40.635123355,-73.99377555
39240,Tuesday,Sep,22,2015,500,BURGLARY,Brooklyn,40.664480939,-73.954436549
12776,Monday,Sep,14,2015,1600,ROBBERY,Brooklyn,40.683519951,-73.977062862
9322,Wednesday,Jul,8,2015,2200,ROBBERY,Brooklyn,40.573206174,-73.992773428
20411,Monday,May,18,2015,1400,FELONY ASSAULT,Brooklyn,40.685662779,-73.955471329
49404,Saturday,Mar,21,2015,2200,GRAND LARCENY,Brooklyn,40.627421139,-74.010791021
30874,Thursday,Feb,26,2015,1900,BURGLARY,Brooklyn,40.639756581,-73.956100091
43933,Friday,Jan,23,2015,1100,GRAND LARCENY,Brooklyn,40.586291409,-73.966241312
18796,Tuesday,Apr,21,2015,500,FELONY ASSAULT,Brooklyn,40.672449039,-73.932174059
66580,Tuesday,Aug,18,2015,1100,GRAND LARCENY,Brooklyn,40.606361532,-73.930069557
6526,Thursday,May,7,2015,2000,ROBBERY,Brooklyn,40.689405478,-73.981117453
44202,Monday,Jan,26,2015,700,GRAND LARCENY,Brooklyn,40.68928311,-73.923982419
20569,Thursday,May,21,2015,2100,FELONY ASSAULT,Brooklyn,40.644806037,-74.015856708
1177,Sunday,Aug,9,2015,300,RAPE,Brooklyn,40.648650085,-73.950335563
22178,Friday,Jun,19,2015,100,FELONY ASSAULT,Brooklyn,40.684504586,-73.991978952
35066,Thursday,Jun,18,2015,500,BURGLARY,Brooklyn,40.733868321,-73.953591674
29661,Friday,Jan,23,2015,100,BURGLARY,Brooklyn,40.695213769,-73.927001256
71521,Monday,Jan,12,2015,700,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.659421897,-73.870792317
30962,Sunday,Mar,1,2015,200,BURGLARY,Brooklyn,40.701393481,-73.956593272
56013,Thursday,May,21,2015,300,GRAND LARCENY,Brooklyn,40.685025957,-73.990230152
68048,Sunday,Aug,30,2015,1400,GRAND LARCENY,Brooklyn,40.635830271,-74.03090064
64460,Friday,Jul,31,2015,2100,GRAND LARCENY,Brooklyn,40.686928647,-73.975554489
72192,Monday,Feb,23,2015,200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.648156083,-73.94446198
37309,Friday,Aug,7,2015,1900,BURGLARY,Brooklyn,40.679337352,-73.930375202
10847,Saturday,Aug,8,2015,1300,ROBBERY,Brooklyn,40.670056817,-73.921174536
18329,Sunday,Apr,12,2015,1700,FELONY ASSAULT,Brooklyn,40.67919247,-73.941277867
55793,Tuesday,May,19,2015,800,GRAND LARCENY,Brooklyn,40.654875791,-73.897279831
55765,Monday,May,18,2015,1900,GRAND LARCENY,Brooklyn,40.65076912,-73.950478137
22699,Saturday,Jun,27,2015,900,FELONY ASSAULT,Brooklyn,40.60410417,-73.98978463
71807,Friday,Jan,30,2015,1800,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.617729168,-73.954882691
33780,Monday,May,18,2015,800,BURGLARY,Brooklyn,40.58429656,-73.968431245
10650,Tuesday,Aug,4,2015,1900,ROBBERY,Brooklyn,40.646168534,-73.998466333
58215,Tuesday,Jun,9,2015,1300,GRAND LARCENY,Brooklyn,40.667265957,-73.952138463
70270,Saturday,Sep,19,2015,1700,GRAND LARCENY,Brooklyn,40.680398609,-73.949558393
38785,Friday,Sep,11,2015,1700,BURGLARY,Brooklyn,40.697108574,-73.973632206
29115,Friday,Jan,9,2015,2200,BURGLARY,Brooklyn,40.623087167,-73.989792532
60840,Thursday,Jul,2,2015,1100,GRAND LARCENY,Brooklyn,40.58949626,-73.988800331
71017,Sunday,Sep,27,2015,1800,GRAND LARCENY,Brooklyn,40.673568502,-73.936264624
9263,Tuesday,Jul,7,2015,900,ROBBERY,Brooklyn,40.678326024,-73.97328271
58422,Thursday,Jun,11,2015,500,GRAND LARCENY,Brooklyn,40.65479551,-73.949999419
58539,Friday,Jun,12,2015,900,GRAND LARCENY,Brooklyn,40.689794103,-73.920606713
25572,Monday,Aug,10,2015,2000,FELONY ASSAULT,Brooklyn,40.655966249,-73.915057051
57373,Tuesday,Jun,2,2015,0,GRAND LARCENY,Brooklyn,40.617296721,-73.977852838
6684,Monday,May,11,2015,800,ROBBERY,Brooklyn,40.63705387,-73.958537532
45907,Friday,Feb,13,2015,2300,GRAND LARCENY,Brooklyn,40.71853313,-73.960319434
23977,Friday,Jul,17,2015,1900,FELONY ASSAULT,Brooklyn,40.641019308,-74.002026477
29770,Sunday,Jan,25,2015,2000,BURGLARY,Brooklyn,40.672957431,-73.893192761
45539,Tuesday,Feb,10,2015,600,GRAND LARCENY,Brooklyn,40.663043206,-73.90565843
13356,Friday,Sep,25,2015,2100,ROBBERY,Brooklyn,40.676828327,-73.934538222
15351,Sunday,Feb,8,2015,0,FELONY ASSAULT,Brooklyn,40.605555562,-74.015606093
70219,Saturday,Sep,19,2015,1000,GRAND LARCENY,Brooklyn,40.671829476,-73.896356093
17622,Saturday,Mar,28,2015,2000,FELONY ASSAULT,Brooklyn,40.67670924,-73.916000429
38633,Tuesday,Sep,8,2015,100,BURGLARY,Brooklyn,40.713413797,-73.940403639
69283,Thursday,Sep,10,2015,1400,GRAND LARCENY,Brooklyn,40.656162127,-73.938126544
25430,Saturday,Aug,8,2015,1700,FELONY ASSAULT,Brooklyn,40.681510043,-73.95574451
17155,Wednesday,Mar,18,2015,1100,FELONY ASSAULT,Brooklyn,40.620710104,-73.912281418
42538,Friday,Jan,9,2015,1900,GRAND LARCENY,Brooklyn,40.681474492,-73.933253727
72888,Monday,Apr,6,2015,1900,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.624914586,-73.941682256
27544,Thursday,Sep,10,2015,2200,FELONY ASSAULT,Brooklyn,40.577674096,-73.986055629
62419,Thursday,Jul,16,2015,800,GRAND LARCENY,Brooklyn,40.68406075,-73.977459292
56642,Wednesday,May,27,2015,900,GRAND LARCENY,Brooklyn,40.660050508,-73.915087893
23484,Friday,Jul,10,2015,300,FELONY ASSAULT,Brooklyn,40.639303825,-73.998430459
60642,Tuesday,Jun,30,2015,1900,GRAND LARCENY,Brooklyn,40.689648211,-73.924054122
32564,Friday,Apr,17,2015,200,BURGLARY,Brooklyn,40.667792609,-73.910254931
47712,Wednesday,Mar,4,2015,1600,GRAND LARCENY,Brooklyn,40.692705965,-73.992039269
113,Sunday,May,10,2015,500,MURDER,Brooklyn,40.6449136,-73.937383848
75220,Tuesday,Jul,28,2015,500,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.707493623,-73.952848987
27562,Friday,Sep,11,2015,800,FELONY ASSAULT,Brooklyn,40.631901201,-73.887702988
53653,Thursday,Apr,30,2015,1500,GRAND LARCENY,Brooklyn,40.629627873,-73.948433108
23035,Friday,Jul,3,2015,700,FELONY ASSAULT,Brooklyn,40.68296955,-73.87095942
44640,Saturday,Jan,31,2015,1000,GRAND LARCENY,Brooklyn,40.691222671,-73.926684693
55364,Friday,May,15,2015,1000,GRAND LARCENY,Brooklyn,40.647322841,-74.01699965
29228,Monday,Jan,12,2015,2300,BURGLARY,Brooklyn,40.684406248,-73.933838507
58811,Monday,Jun,15,2015,0,GRAND LARCENY,Brooklyn,40.62682707,-73.930649732
74526,Wednesday,Jun,24,2015,2200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.720459823,-73.952709943
36355,Sunday,Jul,19,2015,1900,BURGLARY,Brooklyn,40.690872716,-73.997928018
49944,Friday,Mar,27,2015,1700,GRAND LARCENY,Brooklyn,40.616855961,-74.038567634
58993,Tuesday,Jun,16,2015,2000,GRAND LARCENY,Brooklyn,40.68859449,-73.949534164
15514,Wednesday,Feb,11,2015,2200,FELONY ASSAULT,Brooklyn,40.675046946,-73.869914846
41695,Thursday,Jan,1,2015,1200,GRAND LARCENY,Brooklyn,40.662307857,-73.882126228
60950,Friday,Jul,3,2015,1200,GRAND LARCENY,Brooklyn,40.634624311,-74.023521302
70167,Friday,Sep,18,2015,2000,GRAND LARCENY,Brooklyn,40.662415121,-73.965153903
9094,Friday,Jul,3,2015,1900,ROBBERY,Brooklyn,40.669744755,-73.931034082
32615,Saturday,Apr,18,2015,1000,BURGLARY,Brooklyn,40.573933763,-74.001578084
54624,Friday,May,8,2015,2000,GRAND LARCENY,Brooklyn,40.685453845,-73.987204936
40172,Friday,Aug,8,2014,2000,GRAND LARCENY,Brooklyn,40.645647196,-73.902875887
20108,Wednesday,May,13,2015,1100,FELONY ASSAULT,Brooklyn,40.685946554,-73.913839799
34339,Sunday,May,31,2015,1400,BURGLARY,Brooklyn,40.675764721,-74.013434205
32876,Saturday,Apr,25,2015,1200,BURGLARY,Brooklyn,40.670696156,-73.890719836
39262,Tuesday,Sep,22,2015,1300,BURGLARY,Brooklyn,40.703948989,-73.920770189
56628,Wednesday,May,27,2015,100,GRAND LARCENY,Brooklyn,40.595522368,-73.966913598
3083,Saturday,Feb,7,2015,1800,ROBBERY,Brooklyn,40.679663814,-73.885556693
38993,Wednesday,Sep,16,2015,1100,BURGLARY,Brooklyn,40.690208563,-73.929008023
10026,Thursday,Jul,23,2015,500,ROBBERY,Brooklyn,40.718311209,-73.954028184
17969,Saturday,Apr,4,2015,2100,FELONY ASSAULT,Brooklyn,40.586291409,-73.966241312
40059,Tuesday,Jul,1,2014,1200,GRAND LARCENY,Brooklyn,40.691086024,-73.986399724
26096,Tuesday,Aug,18,2015,2300,FELONY ASSAULT,Brooklyn,40.688023099,-73.86890154
29287,Wednesday,Jan,14,2015,600,BURGLARY,Brooklyn,40.633184675,-73.923073551
20102,Wednesday,May,13,2015,900,FELONY ASSAULT,Brooklyn,40.667086919,-73.899932091
42125,Monday,Jan,5,2015,1700,GRAND LARCENY,Brooklyn,40.668583957,-73.926979932
22634,Friday,Jun,26,2015,900,FELONY ASSAULT,Brooklyn,40.610175059,-73.984428122
36066,Monday,Jul,13,2015,1000,BURGLARY,Brooklyn,40.682084646,-73.89115186
18049,Monday,Apr,6,2015,200,FELONY ASSAULT,Brooklyn,40.651092917,-73.944286552
59397,Saturday,Jun,20,2015,200,GRAND LARCENY,Brooklyn,40.708595426,-73.93792278
75530,Tuesday,Aug,11,2015,1700,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.671411663,-73.881511724
14272,Wednesday,Jan,14,2015,700,FELONY ASSAULT,Brooklyn,40.691145948,-73.946914295
18309,Sunday,Apr,12,2015,900,FELONY ASSAULT,Brooklyn,40.650091702,-73.945606363
42034,Monday,Jan,5,2015,200,GRAND LARCENY,Brooklyn,40.653211438,-74.007115588
35601,Tuesday,Jun,30,2015,2000,BURGLARY,Brooklyn,40.703345095,-73.913099593
11792,Wednesday,Aug,26,2015,600,ROBBERY,Brooklyn,40.651759456,-74.006978487
53890,Saturday,May,2,2015,400,GRAND LARCENY,Brooklyn,40.670533625,-73.876567412
17182,Wednesday,Mar,18,2015,2200,FELONY ASSAULT,Brooklyn,40.689824994,-73.925766723
55947,Wednesday,May,20,2015,1400,GRAND LARCENY,Brooklyn,40.604917065,-73.997941486
25069,Sunday,Aug,2,2015,2200,FELONY ASSAULT,Brooklyn,40.662931079,-73.890620819
75760,Thursday,Aug,20,2015,1800,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.662850939,-73.955454116
5250,Monday,Apr,6,2015,2000,ROBBERY,Brooklyn,40.687653274,-73.916852031
31187,Saturday,Mar,7,2015,1600,BURGLARY,Brooklyn,40.633301211,-74.024061263
29744,Saturday,Jan,24,2015,2100,BURGLARY,Brooklyn,40.677234755,-73.925824001
63848,Monday,Jul,27,2015,1400,GRAND LARCENY,Brooklyn,40.668368016,-73.920069876
5337,Thursday,Apr,9,2015,600,ROBBERY,Brooklyn,40.573906324,-73.999385899
75984,Saturday,Aug,29,2015,700,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.637916694,-73.923078906
57615,Thursday,Jun,4,2015,1000,GRAND LARCENY,Brooklyn,40.584470969,-73.974407518
13302,Thursday,Sep,24,2015,1500,ROBBERY,Brooklyn,40.59529795,-73.946738437
47719,Wednesday,Mar,4,2015,1700,GRAND LARCENY,Brooklyn,40.705699282,-73.93715363
670,Tuesday,Mar,10,2015,300,RAPE,Brooklyn,40.625768961,-73.991416822
65776,Tuesday,Aug,11,2015,1100,GRAND LARCENY,Brooklyn,40.655718343,-73.945259389
4016,Thursday,Mar,5,2015,500,ROBBERY,Brooklyn,40.632468199,-73.947263605
16529,Friday,Mar,6,2015,1900,FELONY ASSAULT,Brooklyn,40.663587177,-73.924988517
4426,Monday,Mar,16,2015,1500,ROBBERY,Brooklyn,40.576281819,-73.981383414
72727,Saturday,Mar,28,2015,1100,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.645943463,-73.909394247
67315,Monday,Aug,24,2015,1300,GRAND LARCENY,Brooklyn,40.577904067,-73.960100589
73193,Tuesday,Apr,21,2015,1500,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.588631195,-73.961386739
31526,Tuesday,Mar,17,2015,1100,BURGLARY,Brooklyn,40.719472826,-73.963295068
6094,Monday,Apr,27,2015,900,ROBBERY,Brooklyn,40.684069959,-73.870740954
32789,Thursday,Apr,23,2015,800,BURGLARY,Brooklyn,40.71742465,-73.961506928
33278,Wednesday,May,6,2015,600,BURGLARY,Brooklyn,40.693341966,-73.947352491
20240,Friday,May,15,2015,2200,FELONY ASSAULT,Brooklyn,40.657649448,-73.928083963
29997,Monday,Feb,2,2015,0,BURGLARY,Brooklyn,40.636876251,-73.947090778
67339,Monday,Aug,24,2015,1600,GRAND LARCENY,Brooklyn,40.660083495,-73.91896247
67818,Friday,Aug,28,2015,1500,GRAND LARCENY,Brooklyn,40.668927716,-73.915891272
28592,Tuesday,Sep,29,2015,1400,FELONY ASSAULT,Brooklyn,40.650152676,-73.96049344
15415,Monday,Feb,9,2015,300,FELONY ASSAULT,Brooklyn,40.595889348,-73.995302357
14862,Tuesday,Jan,27,2015,1700,FELONY ASSAULT,Brooklyn,40.67359666,-73.962956206
22811,Monday,Jun,29,2015,300,FELONY ASSAULT,Brooklyn,40.6273762,-73.940775871
42338,Wednesday,Jan,7,2015,1800,GRAND LARCENY,Brooklyn,40.690866375,-73.985848057
31512,Tuesday,Mar,17,2015,500,BURGLARY,Brooklyn,40.678628796,-73.950868455
33763,Sunday,May,17,2015,2300,BURGLARY,Brooklyn,40.611979156,-73.973597396
12395,Monday,Sep,7,2015,100,ROBBERY,Brooklyn,40.594872353,-73.940815501
56006,Thursday,May,21,2015,0,GRAND LARCENY,Brooklyn,40.625137143,-73.961859149
45466,Monday,Feb,9,2015,700,GRAND LARCENY,Brooklyn,40.670801011,-73.885640393
39292,Wednesday,Sep,23,2015,1000,BURGLARY,Brooklyn,40.696127738,-73.936170934
57990,Sunday,Jun,7,2015,1400,GRAND LARCENY,Brooklyn,40.629981617,-73.93676739
6099,Monday,Apr,27,2015,1100,ROBBERY,Brooklyn,40.694715308,-73.974390448
4923,Sunday,Mar,29,2015,1600,ROBBERY,Brooklyn,40.584105406,-73.932504991
49945,Friday,Mar,27,2015,1700,GRAND LARCENY,Brooklyn,40.669200199,-73.909640223
29631,Thursday,Jan,22,2015,1000,BURGLARY,Brooklyn,40.698619519,-73.922042361
56461,Monday,May,25,2015,1100,GRAND LARCENY,Brooklyn,40.629230885,-73.896883382
32083,Friday,Apr,3,2015,1300,BURGLARY,Brooklyn,40.682842099,-73.921343305
10391,Thursday,Jul,30,2015,600,ROBBERY,Brooklyn,40.676498292,-74.003981565
32600,Friday,Apr,17,2015,2300,BURGLARY,Brooklyn,40.595324784,-73.958574244
76408,Wednesday,Sep,16,2015,200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.684308007,-73.92163363
4249,Wednesday,Mar,11,2015,1400,ROBBERY,Brooklyn,40.709559992,-73.958863952
68315,Wednesday,Sep,2,2015,900,GRAND LARCENY,Brooklyn,40.673202944,-73.946012906
26252,Friday,Aug,21,2015,1400,FELONY ASSAULT,Brooklyn,40.591661043,-73.960178785
25440,Saturday,Aug,8,2015,2000,FELONY ASSAULT,Brooklyn,40.664169762,-73.914195939
37482,Wednesday,Aug,12,2015,1400,BURGLARY,Brooklyn,40.636106465,-73.957302292
5550,Tuesday,Apr,14,2015,1400,ROBBERY,Brooklyn,40.674936335,-74.007568544
70510,Monday,Sep,21,2015,2000,GRAND LARCENY,Brooklyn,40.686846802,-73.958207295
14649,Friday,Jan,23,2015,400,FELONY ASSAULT,Brooklyn,40.611276188,-73.962619815
51309,Thursday,Apr,9,2015,1700,GRAND LARCENY,Brooklyn,40.662486213,-73.924517575
75964,Friday,Aug,28,2015,700,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.635237798,-74.015209506
64885,Tuesday,Aug,4,2015,1100,GRAND LARCENY,Brooklyn,40.60758638,-73.952959161
46300,Wednesday,Feb,18,2015,1000,GRAND LARCENY,Brooklyn,40.690108961,-73.90506843
60271,Saturday,Jun,27,2015,1500,GRAND LARCENY,Brooklyn,40.601803273,-73.983313718
22959,Wednesday,Jul,1,2015,2000,FELONY ASSAULT,Brooklyn,40.657365668,-73.94622395
25244,Wednesday,Aug,5,2015,1900,FELONY ASSAULT,Brooklyn,40.690084039,-73.919156788
28878,Friday,Jan,2,2015,2300,BURGLARY,Brooklyn,40.64286536,-73.983335881
34331,Sunday,May,31,2015,700,BURGLARY,Brooklyn,40.652362333,-73.927030122
43538,Monday,Jan,19,2015,1500,GRAND LARCENY,Brooklyn,40.693657467,-73.983323188
53138,Sunday,Apr,26,2015,600,GRAND LARCENY,Brooklyn,40.71407409,-73.949374192
1691,Wednesday,Jan,7,2015,1300,ROBBERY,Brooklyn,40.690404614,-73.959860189
23748,Monday,Jul,13,2015,1900,FELONY ASSAULT,Brooklyn,40.635953441,-73.967833935
23429,Thursday,Jul,9,2015,100,FELONY ASSAULT,Brooklyn,40.711895583,-73.958299804
28012,Saturday,Sep,19,2015,400,FELONY ASSAULT,Brooklyn,40.692259076,-73.950263416
16720,Tuesday,Mar,10,2015,200,FELONY ASSAULT,Brooklyn,40.665843685,-73.913671117
44717,Sunday,Feb,1,2015,200,GRAND LARCENY,Brooklyn,40.685772608,-73.991120647
38143,Wednesday,Aug,26,2015,1600,BURGLARY,Brooklyn,40.612206908,-73.948958008
29881,Wednesday,Jan,28,2015,1800,BURGLARY,Brooklyn,40.611127714,-73.986081057
63277,Thursday,Jul,23,2015,0,GRAND LARCENY,Brooklyn,40.666094777,-73.868645455
19250,Wednesday,Apr,29,2015,1300,FELONY ASSAULT,Brooklyn,40.625359062,-74.030290585
2454,Friday,Jan,23,2015,900,ROBBERY,Brooklyn,40.677575163,-73.92176412
45897,Friday,Feb,13,2015,2100,GRAND LARCENY,Brooklyn,40.707857283,-73.956271658
4745,Wednesday,Mar,25,2015,0,ROBBERY,Brooklyn,40.684345009,-73.927849654
53208,Sunday,Apr,26,2015,2300,GRAND LARCENY,Brooklyn,40.70544942,-73.947981323
66659,Tuesday,Aug,18,2015,2200,GRAND LARCENY,Brooklyn,40.713607009,-73.942524494
19130,Monday,Apr,27,2015,900,FELONY ASSAULT,Brooklyn,40.662493122,-73.935907555
35249,Monday,Jun,22,2015,1100,BURGLARY,Brooklyn,40.72185298,-73.938581451
41077,Friday,Dec,12,2014,1200,GRAND LARCENY,Brooklyn,40.641789472,-73.983811786
23111,Saturday,Jul,4,2015,800,FELONY ASSAULT,Brooklyn,40.688702979,-73.922508291
8107,Friday,Jun,12,2015,0,ROBBERY,Brooklyn,40.67784356,-73.885087528
30602,Thursday,Feb,19,2015,1600,BURGLARY,Brooklyn,40.683241525,-73.873652239
11168,Friday,Aug,14,2015,1000,ROBBERY,Brooklyn,40.594431233,-73.954624774
4362,Saturday,Mar,14,2015,1800,ROBBERY,Brooklyn,40.626933124,-73.956620082
75633,Friday,Aug,14,2015,2300,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.690007777,-73.963322105
15261,Friday,Feb,6,2015,1000,FELONY ASSAULT,Brooklyn,40.668442123,-73.924121524
63808,Monday,Jul,27,2015,900,GRAND LARCENY,Brooklyn,40.594451546,-73.944611067
28747,Tuesday,Dec,23,2014,800,BURGLARY,Brooklyn,40.639865153,-73.960297751
7088,Wednesday,May,20,2015,1500,ROBBERY,Brooklyn,40.681262855,-73.871456668
22834,Monday,Jun,29,2015,1700,FELONY ASSAULT,Brooklyn,40.572838506,-73.995433562
28906,Saturday,Jan,3,2015,1900,BURGLARY,Brooklyn,40.636485337,-73.944641034
58045,Monday,Jun,8,2015,0,GRAND LARCENY,Brooklyn,40.668299021,-73.954675458
54607,Friday,May,8,2015,1700,GRAND LARCENY,Brooklyn,40.684461543,-73.97775121
9632,Wednesday,Jul,15,2015,1100,ROBBERY,Brooklyn,40.650940848,-73.898493163
50877,Saturday,Apr,4,2015,2200,GRAND LARCENY,Brooklyn,40.665634777,-73.909699122
2504,Saturday,Jan,24,2015,100,ROBBERY,Brooklyn,40.645911585,-73.907279017
68818,Sunday,Sep,6,2015,200,GRAND LARCENY,Brooklyn,40.638794054,-73.945374161
13680,Sunday,Dec,28,2014,1200,FELONY ASSAULT,Brooklyn,40.674262619,-73.904153669
38383,Wednesday,Sep,2,2015,0,BURGLARY,Brooklyn,40.642274311,-73.966522877
15999,Monday,Feb,23,2015,1500,FELONY ASSAULT,Brooklyn,40.656162127,-73.938126544
62126,Monday,Jul,13,2015,1700,GRAND LARCENY,Brooklyn,40.685621971,-74.001930481
12832,Tuesday,Sep,15,2015,1800,ROBBERY,Brooklyn,40.695903046,-73.919290376
22820,Monday,Jun,29,2015,1000,FELONY ASSAULT,Brooklyn,40.659006507,-73.925555929
39254,Tuesday,Sep,22,2015,900,BURGLARY,Brooklyn,40.64656077,-73.920139242
64936,Tuesday,Aug,4,2015,1700,GRAND LARCENY,Brooklyn,40.674834672,-73.943080645
29724,Saturday,Jan,24,2015,900,BURGLARY,Brooklyn,40.683895516,-73.998476283
8317,Tuesday,Jun,16,2015,2100,ROBBERY,Brooklyn,40.663071762,-73.945577757
72729,Saturday,Mar,28,2015,1900,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.616599871,-74.03233972
29524,Monday,Jan,19,2015,1500,BURGLARY,Brooklyn,40.651998977,-73.944869621
22531,Wednesday,Jun,24,2015,1500,FELONY ASSAULT,Brooklyn,40.71845417,-73.937105529
64318,Friday,Jul,31,2015,800,GRAND LARCENY,Brooklyn,40.640853254,-73.931168437
11451,Thursday,Aug,20,2015,300,ROBBERY,Brooklyn,40.679806101,-73.88511299
31832,Friday,Mar,27,2015,0,BURGLARY,Brooklyn,40.680441281,-73.982562148
21763,Friday,Jun,12,2015,0,FELONY ASSAULT,Brooklyn,40.679402588,-73.872076767
30638,Friday,Feb,20,2015,1700,BURGLARY,Brooklyn,40.67474383,-74.011934282
6967,Sunday,May,17,2015,1800,ROBBERY,Brooklyn,40.700897653,-73.922007239
25693,Wednesday,Aug,12,2015,2300,FELONY ASSAULT,Brooklyn,40.637932254,-73.894282911
57756,Friday,Jun,5,2015,1200,GRAND LARCENY,Brooklyn,40.712291715,-73.936260062
20811,Monday,May,25,2015,1700,FELONY ASSAULT,Brooklyn,40.646432769,-73.900327026
65657,Monday,Aug,10,2015,1200,GRAND LARCENY,Brooklyn,40.707503337,-73.964636196
